time,open,high,low,close,volume
1500106200,1.10146,1.10163,1.10134,1.10161,0.00
1500107100,1.10161,1.10174,1.10147,1.10157,0.00
1500108000,1.10157,1.10170,1.10140,1.10154,0.00
1500108900,1.10154,1.10169,1.10123,1.10136,0.00
1500109800,1.10136,1.10160,1.10101,1.10135,0.00
1500110700,1.10135,1.10159,1.10129,1.10136,0.00
1500111600,1.10136,1.10158,1.10130,1.10134,0.00
1500112500,1.10134,1.10148,1.10123,1.10142,0.00
1500113400,1.10142,1.10168,1.10120,1.10123,0.00
1500114300,1.10123,1.10128,1.10088,1.10102,0.00
1500115200,1.10102,1.10110,1.10075,1.10085,0.00
1500116100,1.10085,1.10125,1.10077,1.10104,0.00
1500117000,1.10104,1.10145,1.10099,1.10133,0.00
1500117900,1.10133,1.10175,1.10133,1.10163,0.00
1500118800,1.10163,1.10172,1.10124,1.10134,0.00
1500119700,1.10134,1.10143,1.10107,1.10111,0.00
1500120600,1.10111,1.10116,1.10055,1.10058,0.00
1500121500,1.10058,1.10074,1.10034,1.10044,0.00
1500122400,1.10044,1.10054,1.10018,1.10029,0.00
1500123300,1.10029,1.10034,1.09982,1.09991,0.00
1500124200,1.09991,1.09996,1.09991,1.09993,0.00
1500125100,1.09993,1.10025,1.09988,1.10022,0.00
1500126000,1.10022,1.10033,1.09984,1.09992,0.00
1500126900,1.09992,1.10039,1.09991,1.10028,0.00
1500127800,1.10028,1.10030,1.10027,1.10027,0.00
1500128700,1.10027,1.10039,1.09975,1.09984,0.00
1500129600,1.09984,1.10047,1.09980,1.10013,0.00
1500130500,1.10013,1.10013,1.09983,1.10012,0.00
1500131400,1.10012,1.10020,1.09947,1.09969,0.00
1500132300,1.09969,1.10000,1.09884,1.09905,0.00
1500133200,1.09905,1.09945,1.09902,1.09932,0.00
1500134100,1.09932,1.09941,1.09887,1.09903,0.00
1500135000,1.09903,1.09951,1.09892,1.09936,0.00
1500135900,1.09936,1.09940,1.09915,1.09940,0.00
1500136800,1.09940,1.09961,1.09931,1.09943,0.00
1500137700,1.09943,1.09954,1.09923,1.09929,0.00
1500138600,1.09929,1.09942,1.09918,1.09926,0.00
1500139500,1.09926,1.09929,1.09900,1.09923,0.00
1500140400,1.09923,1.09929,1.09905,1.09921,0.00
1500141300,1.09921,1.09947,1.09916,1.09939,0.00
1500142200,1.09939,1.09954,1.09871,1.09891,0.00
1500143100,1.09891,1.09907,1.09852,1.09872,0.00
1500144000,1.09872,1.09873,1.09855,1.09870,0.00
1500144900,1.09870,1.09927,1.09841,1.09904,0.00
1500145800,1.09904,1.09916,1.09849,1.09868,0.00
1500146700,1.09868,1.09870,1.09849,1.09859,0.00
1500147600,1.09859,1.09860,1.09842,1.09854,0.00
1500148500,1.09854,1.09894,1.09849,1.09886,0.00
1500149400,1.09886,1.09888,1.09871,1.09874,0.00
1500150300,1.09874,1.09889,1.09858,1.09870,0.00
1500151200,1.09870,1.09909,1.09859,1.09906,0.00
1500152100,1.09906,1.09941,1.09901,1.09927,0.00
1500153000,1.09927,1.09946,1.09926,1.09933,0.00
1500153900,1.09933,1.09933,1.09880,1.09909,0.00
1500154800,1.09909,1.09915,1.09890,1.09909,0.00
1500155700,1.09909,1.09927,1.09909,1.09913,0.00
1500156600,1.09913,1.09934,1.09873,1.09888,0.00
1500157500,1.09888,1.09897,1.09851,1.09854,0.00
1500158400,1.09854,1.09870,1.09838,1.09868,0.00
1500159300,1.09868,1.09905,1.09864,1.09895,0.00
1500160200,1.09895,1.09920,1.09872,1.09882,0.00
1500161100,1.09882,1.09912,1.09875,1.09912,0.00
1500162000,1.09912,1.09975,1.09910,1.09940,0.00
1500162900,1.09940,1.09952,1.09919,1.09944,0.00
1500163800,1.09944,1.09972,1.09943,1.09968,0.00
1500164700,1.09968,1.09976,1.09939,1.09959,0.00
1500165600,1.09959,1.10009,1.09947,1.09994,0.00
1500166500,1.09994,1.10025,1.09937,1.09967,0.00
1500167400,1.09967,1.09986,1.09954,1.09972,0.00
1500168300,1.09972,1.09996,1.09971,1.09983,0.00
1500169200,1.09983,1.10033,1.09953,1.10010,0.00
1500170100,1.10010,1.10068,1.09989,1.10050,0.00
1500171000,1.10050,1.10065,1.10039,1.10043,0.00
1500171900,1.10043,1.10047,1.09952,1.09979,0.00
1500172800,1.09979,1.09983,1.09929,1.09951,0.00
1500173700,1.09951,1.09971,1.09922,1.09968,0.00
1500174600,1.09968,1.09979,1.09959,1.09973,0.00
1500175500,1.09973,1.09993,1.09956,1.09961,0.00
1500176400,1.09961,1.09963,1.09951,1.09957,0.00
1500177300,1.09957,1.09963,1.09918,1.09945,0.00
1500178200,1.09945,1.09971,1.09914,1.09917,0.00
1500179100,1.09917,1.09954,1.09896,1.09898,0.00
1500180000,1.09898,1.09945,1.09873,1.09933,0.00
1500180900,1.09933,1.09944,1.09913,1.09936,0.00
1500181800,1.09936,1.09938,1.09884,1.09893,0.00
1500182700,1.09893,1.09907,1.09881,1.09903,0.00
1500183600,1.09903,1.09911,1.09863,1.09878,0.00
1500184500,1.09878,1.09879,1.09860,1.09874,0.00
1500185400,1.09874,1.09885,1.09868,1.09868,0.00
1500186300,1.09868,1.09884,1.09861,1.09881,0.00
1500187200,1.09881,1.09887,1.09836,1.09840,0.00
1500188100,1.09840,1.09881,1.09838,1.09857,0.00
1500189000,1.09857,1.09890,1.09855,1.09887,0.00
1500189900,1.09887,1.09903,1.09877,1.09899,0.00
1500190800,1.09899,1.09904,1.09887,1.09901,0.00
1500191700,1.09901,1.09920,1.09894,1.09897,0.00
1500192600,1.09897,1.09905,1.09882,1.09894,0.00
1500193500,1.09894,1.09907,1.09859,1.09873,0.00
1500194400,1.09873,1.09876,1.09845,1.09847,0.00
1500195300,1.09847,1.09870,1.09840,1.09854,0.00
1500196200,1.09854,1.09879,1.09835,1.09866,0.00
1500197100,1.09866,1.09890,1.09863,1.09882,0.00
1500198000,1.09882,1.09887,1.09855,1.09863,0.00
1500198900,1.09863,1.09865,1.09842,1.09863,0.00
1500199800,1.09863,1.09878,1.09847,1.09868,0.00
1500200700,1.09868,1.09896,1.09854,1.09864,0.00
1500201600,1.09864,1.09887,1.09849,1.09886,0.00
1500202500,1.09886,1.09888,1.09826,1.09863,0.00
1500203400,1.09863,1.09878,1.09858,1.09868,0.00
1500204300,1.09868,1.09870,1.09850,1.09856,0.00
1500205200,1.09856,1.09884,1.09845,1.09883,0.00
1500206100,1.09883,1.09886,1.09849,1.09872,0.00
1500207000,1.09872,1.09888,1.09852,1.09865,0.00
1500207900,1.09865,1.09870,1.09792,1.09813,0.00
1500208800,1.09813,1.09842,1.09766,1.09782,0.00
1500209700,1.09782,1.09817,1.09756,1.09797,0.00
1500210600,1.09797,1.09807,1.09791,1.09802,0.00
1500211500,1.09802,1.09821,1.09782,1.09821,0.00
1500212400,1.09821,1.09828,1.09809,1.09818,0.00
1500213300,1.09818,1.09835,1.09777,1.09783,0.00
1500214200,1.09783,1.09783,1.09757,1.09773,0.00
1500215100,1.09773,1.09785,1.09763,1.09780,0.00
1500216000,1.09780,1.09855,1.09770,1.09834,0.00
1500216900,1.09834,1.09890,1.09789,1.09806,0.00
1500217800,1.09806,1.09817,1.09773,1.09798,0.00
1500218700,1.09798,1.09830,1.09794,1.09809,0.00
1500219600,1.09809,1.09827,1.09790,1.09823,0.00
1500220500,1.09823,1.09829,1.09805,1.09805,0.00
1500221400,1.09805,1.09816,1.09778,1.09792,0.00
1500222300,1.09792,1.09804,1.09729,1.09750,0.00
1500223200,1.09750,1.09785,1.09728,1.09736,0.00
1500224100,1.09736,1.09748,1.09703,1.09707,0.00
1500225000,1.09707,1.09743,1.09663,1.09678,0.00
1500225900,1.09678,1.09718,1.09677,1.09696,0.00
1500226800,1.09696,1.09700,1.09666,1.09671,0.00
1500227700,1.09671,1.09694,1.09650,1.09694,0.00
1500228600,1.09694,1.09705,1.09661,1.09695,0.00
1500229500,1.09695,1.09717,1.09669,1.09678,0.00
1500230400,1.09678,1.09755,1.09670,1.09727,0.00
1500231300,1.09727,1.09738,1.09700,1.09716,0.00
1500232200,1.09716,1.09718,1.09673,1.09706,0.00
1500233100,1.09706,1.09713,1.09702,1.09704,0.00
1500234000,1.09704,1.09734,1.09700,1.09719,0.00
1500234900,1.09719,1.09723,1.09662,1.09690,0.00
1500235800,1.09690,1.09711,1.09676,1.09709,0.00
1500236700,1.09709,1.09725,1.09693,1.09702,0.00
1500237600,1.09702,1.09759,1.09697,1.09739,0.00
1500238500,1.09739,1.09813,1.09721,1.09783,0.00
1500239400,1.09783,1.09784,1.09734,1.09737,0.00
1500240300,1.09737,1.09805,1.09708,1.09758,0.00
1500241200,1.09758,1.09758,1.09731,1.09744,0.00
1500242100,1.09744,1.09762,1.09733,1.09739,0.00
1500243000,1.09739,1.09743,1.09710,1.09719,0.00
1500243900,1.09719,1.09765,1.09714,1.09755,0.00
1500244800,1.09755,1.09761,1.09754,1.09757,0.00
1500245700,1.09757,1.09762,1.09704,1.09718,0.00
1500246600,1.09718,1.09742,1.09677,1.09695,0.00
1500247500,1.09695,1.09712,1.09688,1.09692,0.00
1500248400,1.09692,1.09708,1.09638,1.09650,0.00
1500249300,1.09650,1.09666,1.09628,1.09631,0.00
1500250200,1.09631,1.09646,1.09622,1.09627,0.00
1500251100,1.09627,1.09666,1.09608,1.09616,0.00
1500252000,1.09616,1.09635,1.09579,1.09596,0.00
1500252900,1.09596,1.09614,1.09533,1.09557,0.00
1500253800,1.09557,1.09566,1.09536,1.09541,0.00
1500254700,1.09541,1.09544,1.09498,1.09501,0.00
1500255600,1.09501,1.09542,1.09455,1.09533,0.00
1500256500,1.09533,1.09533,1.09477,1.09493,0.00
1500257400,1.09493,1.09534,1.09481,1.09522,0.00
1500258300,1.09522,1.09533,1.09473,1.09503,0.00
1500259200,1.09503,1.09554,1.09499,1.09546,0.00
1500260100,1.09546,1.09581,1.09532,1.09570,0.00
1500261000,1.09570,1.09581,1.09527,1.09530,0.00
1500261900,1.09530,1.09554,1.09515,1.09540,0.00
1500262800,1.09540,1.09576,1.09529,1.09543,0.00
1500263700,1.09543,1.09566,1.09532,1.09566,0.00
1500264600,1.09566,1.09613,1.09547,1.09611,0.00
1500265500,1.09611,1.09620,1.09576,1.09590,0.00
1500266400,1.09590,1.09606,1.09561,1.09572,0.00
1500267300,1.09572,1.09572,1.09523,1.09552,0.00
1500268200,1.09552,1.09574,1.09541,1.09560,0.00
1500269100,1.09560,1.09580,1.09552,1.09563,0.00
1500270000,1.09563,1.09585,1.09541,1.09584,0.00
1500270900,1.09584,1.09587,1.09561,1.09580,0.00
1500271800,1.09580,1.09602,1.09544,1.09564,0.00
1500272700,1.09564,1.09607,1.09563,1.09575,0.00
1500273600,1.09575,1.09601,1.09554,1.09565,0.00
1500274500,1.09565,1.09579,1.09536,1.09551,0.00
1500275400,1.09551,1.09573,1.09519,1.09534,0.00
1500276300,1.09534,1.09557,1.09471,1.09495,0.00
1500277200,1.09495,1.09505,1.09464,1.09482,0.00
1500278100,1.09482,1.09496,1.09476,1.09495,0.00
1500279000,1.09495,1.09519,1.09480,1.09484,0.00
1500279900,1.09484,1.09535,1.09474,1.09496,0.00
1500280800,1.09496,1.09503,1.09437,1.09443,0.00
1500281700,1.09443,1.09450,1.09411,1.09426,0.00
1500282600,1.09426,1.09465,1.09422,1.09441,0.00
1500283500,1.09441,1.09460,1.09439,1.09452,0.00
1500284400,1.09452,1.09508,1.09446,1.09501,0.00
1500285300,1.09501,1.09528,1.09428,1.09433,0.00
1500286200,1.09433,1.09453,1.09386,1.09404,0.00
1500287100,1.09404,1.09429,1.09398,1.09408,0.00
1500288000,1.09408,1.09425,1.09377,1.09393,0.00
1500288900,1.09393,1.09401,1.09333,1.09340,0.00
1500289800,1.09340,1.09397,1.09309,1.09392,0.00
1500290700,1.09392,1.09393,1.09366,1.09371,0.00
1500291600,1.09371,1.09426,1.09366,1.09397,0.00
1500292500,1.09397,1.09445,1.09369,1.09421,0.00
1500293400,1.09421,1.09438,1.09387,1.09412,0.00
1500294300,1.09412,1.09454,1.09400,1.09443,0.00
1500295200,1.09443,1.09464,1.09409,1.09424,0.00
1500296100,1.09424,1.09424,1.09407,1.09416,0.00
1500297000,1.09416,1.09419,1.09391,1.09406,0.00
1500297900,1.09406,1.09412,1.09405,1.09409,0.00
1500298800,1.09409,1.09420,1.09363,1.09391,0.00
1500299700,1.09391,1.09409,1.09363,1.09376,0.00
1500300600,1.09376,1.09388,1.09301,1.09310,0.00
1500301500,1.09310,1.09333,1.09303,1.09331,0.00
1500302400,1.09331,1.09361,1.09319,1.09347,0.00
1500303300,1.09347,1.09350,1.09315,1.09317,0.00
1500304200,1.09317,1.09333,1.09304,1.09322,0.00
1500305100,1.09322,1.09369,1.09311,1.09346,0.00
1500306000,1.09346,1.09361,1.09336,1.09351,0.00
1500306900,1.09351,1.09370,1.09309,1.09335,0.00
1500307800,1.09335,1.09386,1.09330,1.09385,0.00
1500308700,1.09385,1.09396,1.09376,1.09396,0.00
1500309600,1.09396,1.09399,1.09367,1.09394,0.00
1500310500,1.09394,1.09400,1.09381,1.09399,0.00
1500311400,1.09399,1.09407,1.09398,1.09403,0.00
1500312300,1.09403,1.09403,1.09356,1.09373,0.00
1500313200,1.09373,1.09397,1.09359,1.09379,0.00
1500314100,1.09379,1.09403,1.09378,1.09398,0.00
1500315000,1.09398,1.09439,1.09382,1.09409,0.00
1500315900,1.09409,1.09415,1.09405,1.09406,0.00
1500316800,1.09406,1.09408,1.09375,1.09382,0.00
1500317700,1.09382,1.09387,1.09353,1.09356,0.00
1500318600,1.09356,1.09396,1.09345,1.09386,0.00
1500319500,1.09386,1.09408,1.09372,1.09395,0.00
1500320400,1.09395,1.09438,1.09343,1.09359,0.00
1500321300,1.09359,1.09364,1.09350,1.09354,0.00
1500322200,1.09354,1.09382,1.09325,1.09340,0.00
1500323100,1.09340,1.09342,1.09296,1.09306,0.00
1500324000,1.09306,1.09309,1.09281,1.09290,0.00
1500324900,1.09290,1.09319,1.09286,1.09314,0.00
1500325800,1.09314,1.09324,1.09275,1.09281,0.00
1500326700,1.09281,1.09297,1.09279,1.09292,0.00
1500327600,1.09292,1.09304,1.09272,1.09298,0.00
1500328500,1.09298,1.09329,1.09280,1.09322,0.00
1500329400,1.09322,1.09332,1.09292,1.09295,0.00
1500330300,1.09295,1.09321,1.09278,1.09307,0.00
1500331200,1.09307,1.09338,1.09300,1.09308,0.00
1500332100,1.09308,1.09319,1.09236,1.09244,0.00
1500333000,1.09244,1.09249,1.09224,1.09229,0.00
1500333900,1.09229,1.09252,1.09197,1.09215,0.00
1500334800,1.09215,1.09234,1.09163,1.09187,0.00
1500335700,1.09187,1.09210,1.09134,1.09168,0.00
1500336600,1.09168,1.09202,1.09166,1.09183,0.00
1500337500,1.09183,1.09208,1.09167,1.09179,0.00
1500338400,1.09179,1.09188,1.09174,1.09178,0.00
1500339300,1.09178,1.09179,1.09157,1.09158,0.00
1500340200,1.09158,1.09195,1.09151,1.09181,0.00
1500341100,1.09181,1.09192,1.09178,1.09190,0.00
1500342000,1.09190,1.09200,1.09178,1.09190,0.00
1500342900,1.09190,1.09218,1.09172,1.09201,0.00
1500343800,1.09201,1.09227,1.09197,1.09208,0.00
1500344700,1.09208,1.09224,1.09190,1.09212,0.00
1500345600,1.09212,1.09223,1.09195,1.09204,0.00
1500346500,1.09204,1.09215,1.09176,1.09180,0.00
1500347400,1.09180,1.09189,1.09169,1.09181,0.00
1500348300,1.09181,1.09198,1.09166,1.09191,0.00
1500349200,1.09191,1.09195,1.09172,1.09188,0.00
1500350100,1.09188,1.09222,1.09187,1.09209,0.00
1500351000,1.09209,1.09221,1.09208,1.09213,0.00
1500351900,1.09213,1.09261,1.09212,1.09236,0.00
1500352800,1.09236,1.09261,1.09231,1.09248,0.00
1500353700,1.09248,1.09261,1.09197,1.09220,0.00
1500354600,1.09220,1.09279,1.09217,1.09266,0.00
1500355500,1.09266,1.09294,1.09251,1.09268,0.00
1500356400,1.09268,1.09277,1.09235,1.09239,0.00
1500357300,1.09239,1.09242,1.09213,1.09215,0.00
1500358200,1.09215,1.09239,1.09174,1.09195,0.00
1500359100,1.09195,1.09201,1.09161,1.09164,0.00
1500360000,1.09164,1.09184,1.09148,1.09175,0.00
1500360900,1.09175,1.09185,1.09152,1.09160,0.00
1500361800,1.09160,1.09171,1.09140,1.09148,0.00
1500362700,1.09148,1.09189,1.09137,1.09175,0.00
1500363600,1.09175,1.09203,1.09171,1.09195,0.00
1500364500,1.09195,1.09200,1.09140,1.09150,0.00
1500365400,1.09150,1.09169,1.09130,1.09161,0.00
1500366300,1.09161,1.09166,1.09129,1.09136,0.00
1500367200,1.09136,1.09159,1.09136,1.09141,0.00
1500368100,1.09141,1.09174,1.09089,1.09100,0.00
1500369000,1.09100,1.09108,1.09047,1.09068,0.00
1500369900,1.09068,1.09074,1.09027,1.09033,0.00
1500370800,1.09033,1.09065,1.09029,1.09059,0.00
1500371700,1.09059,1.09095,1.09052,1.09078,0.00
1500372600,1.09078,1.09094,1.09042,1.09069,0.00
1500373500,1.09069,1.09113,1.09055,1.09086,0.00
1500374400,1.09086,1.09124,1.09069,1.09108,0.00
1500375300,1.09108,1.09133,1.09099,1.09108,0.00
1500376200,1.09108,1.09140,1.09100,1.09130,0.00
1500377100,1.09130,1.09137,1.09082,1.09097,0.00
1500378000,1.09097,1.09107,1.09071,1.09103,0.00
1500378900,1.09103,1.09149,1.09083,1.09136,0.00
1500379800,1.09136,1.09136,1.09121,1.09122,0.00
1500380700,1.09122,1.09166,1.09115,1.09149,0.00
1500381600,1.09149,1.09175,1.09146,1.09163,0.00
1500382500,1.09163,1.09200,1.09146,1.09189,0.00
1500383400,1.09189,1.09219,1.09183,1.09198,0.00
1500384300,1.09198,1.09209,1.09187,1.09204,0.00
1500385200,1.09204,1.09225,1.09173,1.09198,0.00
1500386100,1.09198,1.09208,1.09154,1.09171,0.00
1500387000,1.09171,1.09197,1.09148,1.09186,0.00
1500387900,1.09186,1.09202,1.09167,1.09179,0.00
1500388800,1.09179,1.09205,1.09160,1.09200,0.00
1500389700,1.09200,1.09240,1.09179,1.09232,0.00
1500390600,1.09232,1.09274,1.09225,1.09252,0.00
1500391500,1.09252,1.09262,1.09212,1.09225,0.00
1500392400,1.09225,1.09236,1.09206,1.09210,0.00
1500393300,1.09210,1.09243,1.09205,1.09227,0.00
1500394200,1.09227,1.09238,1.09201,1.09229,0.00
1500395100,1.09229,1.09273,1.09214,1.09253,0.00
1500396000,1.09253,1.09307,1.09239,1.09280,0.00
1500396900,1.09280,1.09287,1.09272,1.09286,0.00
1500397800,1.09286,1.09292,1.09264,1.09276,0.00
1500398700,1.09276,1.09279,1.09231,1.09240,0.00
1500399600,1.09240,1.09245,1.09212,1.09217,0.00
1500400500,1.09217,1.09228,1.09197,1.09201,0.00
1500401400,1.09201,1.09218,1.09188,1.09201,0.00
1500402300,1.09201,1.09207,1.09182,1.09198,0.00
1500403200,1.09198,1.09223,1.09157,1.09211,0.00
1500404100,1.09211,1.09222,1.09185,1.09188,0.00
1500405000,1.09188,1.09200,1.09139,1.09166,0.00
1500405900,1.09166,1.09169,1.09149,1.09157,0.00
1500406800,1.09157,1.09180,1.09144,1.09158,0.00
1500407700,1.09158,1.09181,1.09119,1.09136,0.00
1500408600,1.09136,1.09159,1.09135,1.09149,0.00
1500409500,1.09149,1.09156,1.09125,1.09130,0.00
1500410400,1.09130,1.09144,1.09072,1.09075,0.00
1500411300,1.09075,1.09105,1.09072,1.09103,0.00
1500412200,1.09103,1.09137,1.09099,1.09132,0.00
1500413100,1.09132,1.09215,1.09129,1.09213,0.00
1500414000,1.09213,1.09269,1.09197,1.09257,0.00
1500414900,1.09257,1.09265,1.09213,1.09222,0.00
1500415800,1.09222,1.09262,1.09207,1.09241,0.00
1500416700,1.09241,1.09273,1.09241,1.09272,0.00
1500417600,1.09272,1.09295,1.09262,1.09290,0.00
1500418500,1.09290,1.09292,1.09245,1.09263,0.00
1500419400,1.09263,1.09288,1.09262,1.09280,0.00
1500420300,1.09280,1.09312,1.09267,1.09288,0.00
1500421200,1.09288,1.09290,1.09261,1.09277,0.00
1500422100,1.09277,1.09295,1.09257,1.09259,0.00
1500423000,1.09259,1.09269,1.09241,1.09261,0.00
1500423900,1.09261,1.09277,1.09245,1.09277,0.00
1500424800,1.09277,1.09282,1.09266,1.09272,0.00
1500425700,1.09272,1.09290,1.09268,1.09271,0.00
1500426600,1.09271,1.09305,1.09258,1.09304,0.00
1500427500,1.09304,1.09350,1.09272,1.09323,0.00
1500428400,1.09323,1.09326,1.09319,1.09323,0.00
1500429300,1.09323,1.09326,1.09281,1.09302,0.00
1500430200,1.09302,1.09332,1.09300,1.09308,0.00
1500431100,1.09308,1.09342,1.09300,1.09316,0.00
1500432000,1.09316,1.09359,1.09293,1.09336,0.00
